Index,Word,Syllables,Phonemes
6824,campy,2,5
6825,camshaft,2,7
6826,camshafts,2,8
6827,Camus,2,5
6828,can,1,3
6829,can,1,3
6830,Canaan,2,5
6831,Canaanite,3,7
6832,Canada,3,6
6833,Canadian,4,8
6834,Canadians,4,9
6835,canal,2,5
6836,Canale,3,6
6837,Canales,2,6
6838,canals,2,6
6839,canard,2,6
6840,canaries,3,7
6841,canary,3,6
6842,canasta,3,7
6843,Canberra,3,7
6844,cancan,2,6
6845,cancel,2,6
6846,canceled,2,7
6847,canceling,3,8
6848,canceling,2,7
6849,cancellation,4,10
6850,cancellations,4,11
6851,cancelled,2,7
6852,cancelling,3,8
6853,cancelling,2,7
6854,cancels,2,7
6855,cancer,2,5
6856,cancerous,3,7
6857,cancers,2,6
6858,Candela,3,7
6859,candelabra,4,10
6860,candid,2,6
6861,candid,2,6
6862,candida,3,7
6863,candidacy,4,9
6864,candidate,3,7
6865,candidate,3,8
6866,candidates,3,8
6867,candidates,3,9
6868,candidly,3,8
6869,candied,2,6
6870,candies,2,6
6871,candle,2,6
6872,candlelight,3,9
6873,Candler,3,7
6874,Candler,2,6
6875,candles,2,7
6876,candlestick,3,10
6877,candlesticks,3,11
6878,candor,2,5
6879,candy,2,5
6880,cane,1,3
6881,caned,1,4
6882,canes,1,4
6883,Canfield,2,7
6884,canine,2,5
6885,canines,2,6
6886,caning,2,5
6887,Canion,2,6
6888,canister,3,7
6889,canister,3,7
6890,canisters,3,8
6891,canisters,3,8
6892,canker,2,5
6893,cann,1,3
6894,cannabis,3,7
6895,canned,1,4
6896,canner,2,4
6897,canneries,3,6
6898,cannery,3,5
6899,cannibal,3,7
6900,cannibalism,5,11
6901,cannibalize,4,9
6902,cannibalizing,5,11
6903,cannibals,3,8
6904,canning,2,5
6905,cannister,3,7
6906,cannon,2,5
6907,Cannonball,3,8
6908,cannons,2,6
6909,cannot,2,5
6910,cannot,2,5
6911,canny,2,4
6912,canoe,2,4
6913,canoeing,3,6
6914,canoes,2,5
6915,Canola,3,6
6916,canon,2,5
6917,canonical,4,9
6918,canonize,3,7
6919,canonized,3,8
6920,canons,2,6
6921,canopy,3,6
6922,cans,1,4
6923,cant,1,4
6924,cantaloupe,3,8
6925,cantaloupes,3,9
6926,cantankerous,4,10
6927,cantata,3,7
6928,canteen,2,6
6929,canteens,2,7
6930,canter,2,5
6931,Canterbury,4,9
6932,cantina,3,7
6933,cantle,2,6
6934,canto,2,5
6935,Canton,2,6
6936,Cantonese,3,8
6937,cantons,2,7
6938,Cantor,2,5
6939,canty,2,5
6940,Canuck,2,5
6941,Canuck,2,5
6942,canvas,2,6
6943,canvases,3,8
6944,canvass,2,6
6945,canvassed,2,7
6946,canvasses,3,8
6947,canvassing,3,8
6948,Canyon,2,6
6949,canyons,2,7
6950,cap,1,3
6951,capabilities,5,11
6952,capability,5,10
6953,capable,3,7
6954,capacious,3,7
6955,capacitance,4,10
6956,capacities,4,9
6957,capacities,4,9
6958,capacitor,4,8
6959,capacitors,4,9
6960,capacitors,4,9
6961,capacity,4,8
6962,capacity,4,8
6963,Cape,1,3
6964,caped,1,4
6965,Capella,3,6
6966,caper,2,4
6967,capers,2,5
6968,capes,1,4
6969,Capetown,2,6
6970,capillaries,4,9
6971,capillary,4,8
6972,capita,3,6
6973,capital,3,7
6974,capital,3,7
6975,capitalism,5,11
6976,capitalist,4,10
6977,capitalistic,5,12
6978,capitalists,4,9
6979,capitalists,4,10
6980,capitalists,4,11
6981,capitalization,6,13
6982,capitalize,4,9
6983,capitalized,4,10
6984,capitalizes,5,11
6985,capitalizing,5,11
6986,capitals,3,8
6987,capitals,3,8
6988,capitan,3,7
6989,Capitano,4,8
6990,Capitol,3,7
6991,Capitoline,4,9
6992,capitols,3,8
6993,capitulate,4,9
6994,capitulate,4,9
6995,capitulated,5,11
6996,capitulation,5,11
6997,Caplan,2,6
6998,Caplin,2,6
6999,capo,2,4
7000,capon,2,5
7001,Capone,2,5
7002,Capote,2,5
7003,capped,1,4
7004,cappella,3,6
7005,Cappelletti,4,8
7006,capper,2,4
7007,capping,2,5
7008,cappuccino,4,8
7009,Cappy,2,4
7010,Caprice,2,6
7011,caprices,3,8
7012,capricious,3,8
7013,Capricorn,3,9
7014,Capron,2,6
7015,caps,1,4
7016,capsaicin,3,8
7017,capsize,2,6
7018,capsized,2,7
7019,capstan,2,7
7020,capstone,2,7
7021,capsule,2,6
7022,capsules,2,7
7023,Captain,2,6
7024,captaining,3,8
7025,captains,2,7
7026,caption,2,6
7027,Captioned,2,7
7028,Captioning,3,8
7029,Captions,2,7
7030,captivate,3,8
7031,captivated,4,10
7032,captivates,3,9
7033,captivating,4,10
7034,captive,2,6
7035,captives,2,7
7036,captivity,4,9
7037,captor,2,5
7038,captors,2,6
7039,capture,2,5
7040,captured,2,6
7041,captures,2,6
7042,capturing,3,7
7043,Caput,2,5
7044,car,1,3
7045,Caracas,3,6
7046,carafe,2,5
7047,caramel,3,7
7048,caramelize,4,9
7049,caramelized,4,10
7050,carat,2,5
7051,carats,2,6
7052,caravan,3,7
7053,caravan,3,7
7054,caravans,3,8
7055,caravans,3,8
7056,caravel,3,7
7057,caraway,3,6
7058,caraway,3,6
7059,Carbide,2,6
7060,carbine,2,6
7061,Carbo,2,5
7062,carbohydrate,4,11
7063,carbohydrate,4,11
7064,carbohydrates,4,12
7065,carbon,2,6
7066,carbonate,3,8
7067,carbonated,4,10
7068,carbonated,4,10
7069,Carbondale,3,9
7070,Carbone,2,6
7071,Carboniferous,5,11
7072,carbons,2,7
7073,Carborundum,4,10
7074,carboxylic,4,11
7075,carburetion,4,10
7076,carburetor,4,8
7077,carburetors,4,9
7078,carcass,2,6
7079,carcasses,3,8
7080,carcinogen,4,10
7081,carcinogenic,5,12
7082,carcinogens,4,11
7083,carcinoma,4,9
7084,card,1,4
7085,cardboard,2,8
7086,carded,2,6
7087,carded,2,6
7088,carder,2,5
7089,cardholder,3,9
7090,cardiac,3,7
7091,cardigan,3,8
7092,Cardigans,3,9
7093,Cardin,2,6
7094,Cardinal,3,8
7095,Cardinal,3,8
7096,Cardinals,3,9
7097,cardiologist,5,12
7098,cardiologists,5,11
7099,cardiologists,5,12
7100,cardiologists,5,13
7101,Cardiology,5,10
7102,cardiopulmonary,7,15
7103,cardiovascular,6,14
7104,Cardon,2,6
7105,cards,1,5
7106,care,1,3
7107,cared,1,4
7108,careen,2,4
7109,careened,2,5
7110,careening,3,6
7111,career,2,4
7112,careering,3,6
7113,careers,2,5
7114,carefree,2,6
7115,careful,2,6
7116,carefully,3,7
7117,caregiver,3,7
7118,caregivers,3,8
7119,careless,2,6
7120,carelessly,3,8
7121,carelessness,3,9
7122,carer,2,4
7123,cares,1,4
7124,caress,2,4
7125,caressed,2,5
7126,caresses,3,6
7127,caressing,3,6
7128,caretaker,3,7
7129,caretakers,3,8
7130,Carey,2,4
7131,cargo,2,5
7132,cargoes,2,6
7133,cargos,2,6
7134,Caribbean,4,8
7135,Caribbean,4,7
7136,Caribe,2,5
7137,caribou,3,6
7138,caricature,4,8
7139,caricatured,4,8
7140,caricatures,4,8
7141,caricaturist,5,11
7142,Carillon,3,7
7143,caring,2,5
7144,Carioca,4,7
7145,Carjack,2,6
7146,carjacked,2,7
7147,carjacker,3,7
7148,carjackers,3,8
7149,carjacking,3,8
7150,carjackings,3,9
7151,Carl,1,4
7152,Carlin,2,6
7153,Carlino,3,7
7154,Carlo,2,5
7155,carload,2,6
7156,carloadings,3,9
7157,carloads,2,7
7158,Carls,1,5
7159,carmaker,3,7
7160,Carmakers,3,8
7161,Carman,2,6
7162,Carmel,2,6
7163,Carmel,2,6
7164,Carmelite,3,8
7165,Carmen,2,6
7166,Carmine,2,6
7167,Carn,1,4
7168,carnage,2,6
7169,carnal,2,6
7170,carnation,3,8
7171,carnations,3,9
7172,carnauba,3,7
7173,Carne,1,4
7174,Carnegie,3,7
7175,Carnegie,3,7
7176,Carney,2,5
7177,carnival,3,8
7178,carnivals,3,9
7179,carnivore,3,8
7180,carnivores,3,9
7181,carnivorous,4,9
7182,carob,2,5
7183,Carol,2,5
7184,Carol,2,5
7185,Carole,2,5
7186,Carole,2,5
7187,Carolina,4,8
7188,Carolinas,4,9
7189,Caroline,3,7
7190,carols,2,6
7191,Carolyn,3,7
7192,carotene,3,7
7193,carotid,3,6
7194,carouse,2,4
7195,carousel,3,7
7196,carousing,3,6
7197,carp,1,4
7198,carpal,2,6
7199,Carpenter,3,8
7200,carpenters,3,9
7201,carpentry,3,9
7202,carpet,2,6
7203,carpetbagger,4,10
7204,carpetbaggers,4,11
7205,carpeted,3,8
7206,carpeting,3,8
7207,carpets,2,7
7208,carping,2,6
7209,carpool,2,6
7210,carport,2,7
7211,carports,2,8
7212,Carr,1,3
7213,Carrel,2,5
7214,Carrell,2,5
7215,carriage,2,5
7216,carriage,2,5
7217,carriages,3,7
7218,carriages,3,7
7219,carried,2,5
7220,carried,2,5
7221,carrier,3,5
7222,carrier,3,5
7223,carriers,3,6
7224,carriers,3,6
7225,carries,2,5
7226,carries,2,5
7227,carrion,3,6
7228,Carroll,2,5
7229,Carroll,2,5
7230,carrot,2,5
7231,carrot,2,5
7232,carrots,2,6
7233,carrots,2,6
7234,Carrousel,3,7
7235,Carrow,2,4
7236,carrozza,3,6
7237,carry,2,4
7238,carry,2,4
7239,carrying,3,6
7240,carrying,3,6
7241,cars,1,4
7242,cars,1,3
7243,carsick,2,6
7244,Carson,2,6
7245,Carson,2,6
7246,cart,1,4
7247,carte,1,4
7248,carted,2,6
7249,cartel,2,6
7250,cartels,2,7
7251,Carter,2,5
7252,Carters,2,6
7253,Cartier,3,6
7254,cartilage,3,8
7255,cartilage,3,8
7256,carting,2,6
7257,carton,2,6
7258,cartons,2,7
7259,cartoon,2,6
7260,cartooning,3,8
7261,cartoonist,3,9
7262,cartoonists,3,9
7263,cartoonists,3,10
7264,cartoons,2,7
7265,cartridge,2,7
7266,cartridge,2,7
7267,cartridges,3,9
7268,carts,1,5
7269,cartwheel,2,7
7270,cartwheels,2,8
7271,Cartwright,2,7
7272,carve,1,4
7273,carved,1,5
7274,Carvel,2,6
7275,Carver,2,5
7276,Carvers,2,6
7277,carves,1,5
7278,carving,2,6
7279,carvings,2,7
7280,Caryl,2,5
7281,casa,2,4
7282,Casablanca,4,10
7283,casal,2,5
7284,Casanova,4,8
7285,Casbah,2,5
7286,Cascade,2,6
7287,cascaded,3,8
7288,Cascades,2,7
7289,cascading,3,8
7290,casco,2,5
7291,case,1,3
7292,Casein,2,5
7293,caseload,2,6
7294,caseloads,3,8
7295,cases,2,5
7296,cases,2,5
7297,casework,2,6
7298,caseworker,3,7
7299,caseworkers,3,8
7300,cash,1,3
7301,cashed,1,4
7302,casher,2,4
7303,cashes,2,5
7304,cashew,2,4
7305,cashews,2,5
7306,cashier,2,5
7307,cashiered,2,6
7308,cashiers,2,6
7309,cashing,2,5
7310,Cashless,2,6
7311,cashmere,2,6
7312,casing,2,5
7313,casings,2,6
7314,casino,3,6
7315,casinos,3,7
7316,cask,1,4
7317,casket,2,6
7318,caskets,2,7
7319,casks,1,5
7320,Casper,2,5
7321,Caspian,3,7
7322,Cass,1,3
7323,Cassady,3,6
7324,Cassandra,3,8
7325,Cassandras,3,9
7326,casserole,3,6
7327,cassette,2,5
7328,cassettes,2,6
7329,Cassia,3,5
7330,Cassie,2,4
7331,Cassino,3,6
7332,cassis,2,5
7333,cassock,2,5
7334,cassone,3,6
7335,cast,1,4
7336,castaway,3,7
7337,Castaways,3,8
7338,caste,1,4
7339,Castellano,4,9
7340,caster,2,5
7341,castigate,3,8
7342,Castillo,3,7
7343,Castillo,3,6
7344,casting,2,6
7345,castings,2,7
7346,castle,2,5
7347,castles,2,6
7348,castoff,2,6
7349,castoffs,2,7
7350,Castor,2,5
7351,castrate,2,7
7352,castrated,3,9
7353,castrating,3,9
7354,castration,3,9
7355,Castro,2,6
7356,casts,1,5
7357,casual,3,7
7358,casual,2,6
7359,casually,4,8
7360,casually,3,7
7361,casualness,4,10
7362,casualness,3,9
7363,casuals,3,8
7364,casualties,3,8
7365,casualties,4,10
7366,casualties,3,9
7367,casualty,3,7
7368,casualty,4,9
7369,casualty,3,8
7370,cat,1,3
7371,cataclysm,4,10
7372,cataclysmic,4,11
7373,catacomb,3,7
7374,catacombs,3,8
7375,Catalan,3,7
7376,Catalina,4,8
7377,catalog,3,7
7378,cataloged,3,8
7379,cataloger,4,8
7380,cataloging,4,9
7381,catalogs,3,8
7382,catalogs,3,8
7383,catalogue,3,7
7384,catalogued,3,8
7385,catalogues,3,8
7386,cataloguing,4,9
7387,catalyst,3,8
7388,catalyst,3,8
7389,catalysts,3,9
7390,catalysts,3,8
7391,catalysts,3,9
7392,catalytic,4,9
7393,catalyze,3,7
7394,catalyzed,3,8
7395,catamaran,4,8
7396,catamount,3,8
7397,catapult,3,8
7398,catapulted,4,10
7399,catapulting,4,10
7400,catapults,3,9
7401,cataract,3,8
7402,cataracts,3,8
7403,catastrophe,4,10
7404,catastrophes,4,11
7405,catastrophic,4,11
7406,catatonic,4,9
7407,catbird,2,6
7408,catcalls,2,7
7409,catch,1,3
7410,catcher,2,4
7411,catchers,2,5
7412,catches,2,5
7413,catches,2,5
7414,catching,2,5
7415,catchment,2,7
7416,catchy,2,4
7417,Cate,1,3
7418,catechism,4,9
7419,categorical,5,11
7420,categorical,5,11
7421,categorically,5,11
7422,categorically,5,11
7423,categories,4,9
7424,Categorization,6,12
7425,categorize,4,8
7426,categorized,4,9
7427,categorizes,5,10
7428,categorizing,5,10
7429,category,4,8
7430,Catena,3,6
7431,cater,2,4
7432,catered,2,5
7433,caterer,3,5
7434,caterers,3,6
7435,catering,3,6
7436,caterpillar,4,8
7437,caterpillar,4,8
7438,caterpillars,4,9
7439,caters,2,5
7440,Cates,1,4
7441,catfish,2,6
7442,Catharine,2,6
7443,catharsis,3,8
7444,cathartic,3,8
7445,cathedral,3,8
7446,cathedrals,3,9
7447,Catherine,3,6
7448,Catherine,3,6
7449,Catherine,2,6
7450,catheter,3,6
7451,catheters,3,7
7452,cathode,2,5
7453,cathodes,2,6
7454,Catholic,2,6
7455,Catholicism,5,11
7456,Catholics,2,7
7457,Cathy,2,4
7458,catlike,2,6
7459,Catlin,2,6
7460,catnap,2,6
7461,catnip,2,6
7462,cats,1,4
7463,Catskill,2,7
7464,catsup,2,5
7465,cattle,2,5
7466,cattlemen,3,8
7467,cattlemen,3,8
7468,catty,2,4
7469,catwalk,2,6
7470,catwalk,2,6
7471,Caucasian,3,7
7472,Caucasians,3,8
7473,Caucasus,3,7
7474,Caucus,2,5
7475,Caucus,2,5
7476,caucuses,3,7
7477,Caudillo,3,6
7478,caught,1,3
7479,caught,1,3
7480,cauldron,2,7
7481,cauldron,2,7
7482,cauliflower,4,8
7483,caulk,1,3
7484,caulk,1,3
7485,caulking,2,5
7486,causal,2,5
7487,causalities,4,9
7488,causality,4,8
7489,causation,3,7
7490,causative,3,7
7491,causative,3,7
7492,cause,1,3
7493,cause,1,3
7494,cause,1,3
7495,caused,1,4
7496,caused,1,4
7497,causer,2,4
7498,causes,2,5
7499,causes,2,5
7500,causeway,2,5
7501,causeway,2,5
7502,causey,2,4
7503,causing,2,5
7504,causing,2,5
7505,caustic,2,6
7506,caustic,2,6
7507,cauterization,5,10
7508,cauterize,3,6
7509,cauterized,3,7
7510,cauterizing,4,8
7511,caution,2,5
7512,caution,2,5
7513,cautionary,4,8
7514,cautioned,2,6
7515,cautioned,2,6
7516,cautions,2,6
7517,cautious,2,5
7518,cautiously,3,7
7519,cautiousness,3,8
7520,cava,2,4
7521,cavalcade,3,8
7522,cavalier,3,7
7523,cavalier,3,7
7524,Cavaliere,4,8
7525,Cavalieri,4,8
7526,cavalierly,4,9
7527,Cavaliers,3,8
7528,cavalry,3,7
7529,cave,1,3
7530,caveat,3,6
7531,caveats,3,7
7532,caved,1,4
7533,Caveman,2,6
7534,Cavendish,3,8
7535,cavern,2,5
7536,cavernous,3,7
7537,caverns,2,6
7538,cavers,2,5
7539,caves,1,4
7540,cavey,2,4
7541,caviar,3,6
7542,cavin,2,5
7543,caving,2,5
7544,cavities,3,7
7545,cavity,3,6
7546,cavort,2,6
7547,cavorting,3,8
7548,caw,1,2
7549,Caxton,2,7
7550,Cay,1,2
7551,cayenne,2,4
7552,cayenne,2,4
7553,Cayman,2,5
7554,Caymans,2,6
7555,cc,2,4
7556,Cd,2,4
7557,cease,1,3
7558,ceased,1,4
7559,ceasefire,3,6
7560,ceaseless,2,6
7561,ceaselessly,3,8
7562,ceases,2,5
7563,ceasing,2,5
7564,Cecil,2,5
7565,Cedar,2,4
7566,Cedars,2,5
7567,cede,1,3
7568,ceded,2,5
7569,ceded,2,5
7570,ceding,2,5
7571,ceiling,2,5
7572,ceilings,2,6
7573,Celadon,3,7
7574,celeb,2,5
7575,celebrant,3,9
7576,celebrate,3,8
7577,celebrated,4,10
7578,celebrated,4,10
7579,celebrates,3,9
7580,celebrating,4,10
7581,celebration,4,10
7582,celebrations,4,11
7583,celebratory,5,11
7584,celebre,3,7
7585,celebrities,4,10
7586,celebrity,4,9
7587,celebs,2,6
7588,celery,3,5
7589,Celesta,3,7
7590,Celeste,2,6
7591,celestial,3,8
7592,Celestina,4,9
7593,Celestine,4,9
7594,celibacy,4,8
7595,celibate,3,7
7596,cell,1,3
7597,Cella,2,4
7598,cellar,2,4
7599,cellars,2,5
7600,cellist,2,6
7601,cello,2,4
7602,cellophane,3,7
7603,cellphone,2,6
7604,cells,1,4
7605,cellular,3,7
7606,celluloid,3,7
7607,cellulose,3,8
7608,Celsius,3,7
7609,Celt,1,4
7610,Celt,1,4
7611,Celtic,2,6
7612,Celtic,2,6
7613,Celts,1,5
7614,Celts,1,5
7615,cement,2,6
7616,cement,2,6
7617,cemented,3,8
7618,cemented,3,8
7619,cemeteries,4,9
7620,cemetery,4,8
7621,cemetery,4,8
7622,Cenozoic,4,8
7623,censor,2,5
7624,censored,2,6
7625,censoring,3,7
7626,censors,2,6
7627,censorship,3,8
7628,censure,2,5
7629,censured,2,6
7630,census,2,6
7631,cent,1,4
7632,Centaur,2,6
7633,Centauri,3,7
7634,Centaurs,2,7
7635,centavos,3,8
7636,centenary,4,9
7637,Centennial,4,9
7638,center,2,4
7639,center,2,5
7640,centered,2,6
7641,centerfold,3,9
7642,centering,3,7
7643,centerpiece,3,8
7644,centers,2,5
7645,centers,2,6
7646,centigrade,3,9
7647,centigram,3,9
7648,centime,2,6
7649,centimes,2,7
7650,centimeter,4,9
7651,centimeters,4,10
7652,centipede,3,8
7653,Central,2,7
7654,centralization,5,13
7655,centralize,3,9
7656,centralized,3,10
7657,centralizing,4,11
7658,centrally,3,8
7659,centre,2,5
7660,centres,2,6
7661,Centrex,2,8
7662,centrifugal,4,12
7663,centrifuge,3,10
7664,centrifuges,4,12
7665,centrist,2,8
7666,Centro,2,6
7667,cents,1,4
7668,cents,1,5
7669,centuries,3,7
7670,Centurion,4,9
7671,century,3,6
7672,cephalopod,4,9
7673,Cera,2,4
7674,ceramic,3,6
7675,ceramics,3,7
7676,cereal,3,6
7677,cereals,3,7
7678,cerebral,3,8
7679,cerebral,3,7
7680,cerebrally,4,8
7681,ceremonial,5,10
7682,ceremonies,4,9
7683,ceremony,4,8
7684,Ceres,2,5
7685,Cern,1,3
7686,certain,2,5
7687,certainly,3,7
7688,certainties,3,8
7689,certainty,3,7
7690,certificate,4,9
7691,certificates,4,10
7692,certification,5,11
7693,certifications,5,12
7694,certified,3,7
7695,certifies,3,7
7696,certify,3,6
7697,certifying,4,8
7698,certitude,3,7
7699,Cervantes,3,9
7700,cervical,3,7
7701,cervical,3,7
7702,cervix,2,6
7703,Cesar,2,4
7704,Cesare,3,6
7705,cesium,3,6
7706,cessation,3,7
7707,cesspool,2,6
7708,Cetacean,3,7
7709,Cetacean,3,7
7710,cetera,3,5
7711,Cetus,2,5
7712,Ceylon,2,5
7713,Ceylon,2,5
7714,Cha,1,2
7715,Chablis,2,5
7716,Chabot,2,4
7717,Chad,1,3
7718,chafe,1,3
7719,chafed,1,4
7720,chafes,1,4
7721,chaff,1,3
7722,chafing,2,5
7723,chagrin,2,6
7724,chagrined,2,7
7725,Chai,1,2
7726,chain,1,3
7727,chained,1,4
7728,chaining,2,5
7729,chains,1,4
7730,chainsaw,2,5
7731,chainsaws,2,6
7732,chair,1,3
7733,chaired,1,4
7734,chairing,2,5
7735,Chairman,2,6
7736,chairmanship,3,9
7737,chairmen,2,6
7738,chairperson,3,8
7739,chairs,1,4
7740,chairwoman,3,8
7741,chaise,1,3
7742,chalet,2,4
7743,chalet,2,4
7744,chalice,2,5
7745,chalk,1,3
7746,chalk,1,3
7747,chalked,1,4
7748,chalking,2,5
7749,Chalks,1,4
7750,challenge,2,6
7751,challenged,2,6
7752,challenger,3,7
7753,challenger,3,7
7754,challengers,3,8
7755,challenges,3,8
7756,challenging,3,8
7757,Challis,2,4
7758,cham,1,3
7759,chamber,2,5
7760,chambered,2,6
7761,Chamberlain,3,8
7762,Chamberlain,3,8
7763,chambers,2,6
7764,chameleon,4,8
7765,chameleon,4,8
7766,champ,1,4
7767,champagne,2,6
7768,champagnes,2,7
7769,Champaign,2,6
7770,champion,3,7
7771,championed,3,8
7772,championing,4,9
7773,champions,3,8
7774,championship,4,10
7775,championships,4,11
7776,champs,1,5
7777,Chan,1,3
7778,chance,1,4
7779,Chancellor,3,7
7780,Chancellor,2,6
7781,chancellors,3,8
7782,Chancery,3,6
7783,chances,2,6
7784,chances,2,6
7785,chancy,2,5
7786,chandelier,3,8
7787,chandeliers,3,8
7788,Chandler,2,6
7789,Chang,1,3
7790,change,1,4
7791,changeable,3,8
7792,changed,1,5
7793,changeover,3,7
7794,changeovers,3,8
7795,changer,2,5
7796,Changers,2,6
7797,changes,2,6
7798,changes,2,6
7799,changing,2,6
7800,channel,2,5
7801,channeled,2,6
7802,channeling,3,7
7803,channeling,2,6
7804,channels,2,6
7805,chant,1,4
7806,chanted,2,6
7807,Chantilly,3,7
7808,chanting,2,6
7809,chants,1,5
7810,Chanukah,3,6
7811,Chao,1,2
7812,chaos,2,4
7813,chaotic,3,6
7814,chap,1,3
7815,Chaparral,3,6
7816,chapel,2,5
7817,chaperone,3,6
7818,chaperones,3,7
7819,chaperoning,4,8
7820,Chapin,2,5
7821,chaplain,2,6
7822,chaplains,2,7
7823,Chaplin,2,6
7824,Chaplin,2,6
7825,Chapman,2,6
7826,Chappie,2,4
7827,chaps,1,4
7828,chapter,2,5
7829,chapters,2,6
7830,Char,1,3
7831,chara,2,4
7832,character,3,7
7833,characteristic,5,12
7834,characteristically,6,14
7835,characteristics,5,13
7836,characterization,6,13
7837,characterizations,6,14
7838,characterize,4,9
7839,characterized,4,10
7840,characterizes,5,11
7841,characterizing,5,11
7842,characters,3,8
7843,characters,3,8
7844,charade,2,4
7845,charades,2,5
7846,charcoal,2,6
7847,charcoals,2,7
7848,chard,1,4
7849,Chardonnay,3,7
7850,chardonnays,3,8
7851,charge,1,4
7852,charged,1,5
7853,charger,2,5
7854,Chargers,2,6
7855,charges,2,6
7856,charges,2,6
7857,charging,2,6
7858,chariot,3,6
7859,chariots,3,7
7860,charisma,3,6
7861,charismatic,4,10
7862,charitable,4,9
7863,charitable,4,9
7864,charitably,4,9
7865,charities,3,7
7866,charities,3,7
7867,charity,3,6
7868,charlatan,3,8
7869,charlatans,3,9
7870,Charlemagne,3,8
7871,Charles,2,6
7872,Charles,1,5
7873,Charleston,3,9
7874,Charleston,2,8
7875,Charlet,2,6
7876,Charley,2,5
7877,Charlie,2,5
7878,Charlotte,2,6
7879,Charlottesville,3,10
7880,charm,1,4
7881,Charmed,1,5
7882,charmer,2,5
7883,charmers,2,6
7884,charming,2,6
7885,charmingly,3,8
7886,charms,1,5
7887,Charon,2,5
7888,charred,1,4
7889,charring,2,5
7890,chart,1,4
7891,charted,2,6
7892,charted,2,6
7893,charter,2,5
7894,chartered,2,6
7895,chartering,3,7
7896,charters,2,6
7897,charting,2,6
7898,Chartreuse,2,7
7899,Chartreuse,2,7
7900,charts,1,5
7901,charwoman,3,8
7902,chase,1,3
7903,chased,1,4
7904,chaser,2,4
7905,chasers,2,5
7906,chases,2,5
7907,chases,2,5
7908,chasing,2,5
7909,chasm,2,5
7910,Chasse,1,3
7911,chassis,2,4
7912,chaste,1,4
7913,chasten,2,5
7914,chastened,2,6
7915,chastise,2,6
7916,chastised,2,7
7917,chastises,3,8
7918,chastising,3,8
7919,chastity,3,7
7920,chat,1,3
7921,chateau,2,4
7922,chateaux,2,4
7923,chats,1,4
7924,Chattanooga,4,8
7925,chatted,2,5
7926,chatted,2,5
7927,chattel,2,5
7928,chatter,2,4
7929,Chattering,3,6
7930,chatting,2,5
7931,chatty,2,4
7932,Chaucer,2,4
7933,chauffeur,2,4
7934,chauffeur,2,4
7935,chauffeured,2,5
7936,chauffeured,2,5
7937,chauffeurs,2,5
7938,chauffeurs,2,5
7939,Chautauqua,3,7
7940,chauvinism,4,9
7941,chauvinist,3,8
7942,chauvinistic,4,10
7943,chauvinists,3,9
7944,chaw,1,2
7945,Che,1,2
7946,cheap,1,3
7947,cheapen,2,5
7948,cheapened,2,6
7949,cheapens,2,6
7950,cheaper,2,4
7951,cheapest,2,6
7952,cheaply,2,5
7953,cheapness,2,6
7954,Cheapo,2,4
7955,cheapskate,2,7
7956,cheat,1,3
7957,cheated,2,5
7958,cheated,2,5
7959,cheater,2,4
7960,cheaters,2,5
7961,cheating,2,5
7962,cheats,1,4
7963,check,1,3
7964,checkbook,2,6
7965,checkbooks,2,7
7966,checked,1,4
7967,checker,2,4
7968,checkerboard,3,8
7969,checkered,2,5
7970,checkers,2,5
7971,checking,2,5
7972,checklist,2,7
7973,checklists,2,8
7974,Checkmate,2,6
7975,checkout,2,5
7976,checkpoint,2,7
7977,checkpoints,2,8
7978,checks,1,4
7979,checkup,2,5
7980,checkups,2,6
7981,Cheddar,2,4
7982,chee,1,2
7983,cheek,1,3
7984,cheekbone,2,6
7985,cheekbones,2,7
7986,cheeked,1,4
7987,cheeks,1,4
7988,cheeky,2,4
7989,cheer,1,3
7990,cheered,1,4
7991,cheerful,2,6
7992,cheerfully,3,7
7993,cheerfully,2,6
7994,cheerier,3,5
7995,cheeriest,3,7
7996,cheering,2,5
7997,Cheerio,3,5
7998,Cheerios,3,6
7999,cheerleader,3,7
8000,cheerleaders,3,8
8001,cheerleading,3,8
8002,Cheers,1,4
8003,cheery,2,4
8004,cheese,1,3
8005,cheeseburger,3,7
8006,cheeseburgers,3,8
8007,cheesecake,2,6
8008,cheeses,2,5
8009,cheesier,3,5
8010,cheesiest,3,7
8011,cheesy,2,4
8012,Cheetah,2,4
8013,cheetahs,2,5
8014,chef,1,3
8015,chefs,1,4
8016,Chekhov,2,5
8017,chem,1,3
8018,chemical,3,7
